Código;Nombre;Descripción;Precio;Stock;Foto;Ficha
6920HPZBOOK14G11GB;Portátil Hp Workstation ZBOOK 14 G1 GRADO B (Intel Core i5 4300U 1.90Ghz/16GB/120SSD/14.1FHD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 4300U 2 nucleos  @ 1.90 Ghz (Turbo @ 2.90Ghz, 4 hilos)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     16GB PC3L (2 ZOCALOS)<br />· Panel     Pantalla de 14.1" FHD<br />· Lector/Grabador    Sin unidad optica<br />· Webcam     SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería y cargador<br />- Testeados y 100% verificados<br />- Teclado en internacional;389;1;http://www.diginova.es/xweb3/fotoartic/art_6920hpzbook14g11gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HPZBOOK14G11GB 
6920LENL4408GB;Portátil Lenovo L440 SIN WEBCAM GRADO B (Intel Core i5 4200M 2.5Ghz/8GB/128GB-M.2+500GB/14"/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200M @ 2.5Ghz <br />· Disco Duro     128 GB M.2 SSD + 500GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (Un Zocalo)<br />· Panel     Pantalla de 14"<br />· Lector      NO<br />· Webcam     NO<br />· Conexiones adicionales    x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Incluyen batería y cargador.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional<br />;145;25;http://www.diginova.es/xweb3/fotoartic/art_6920lenl4408gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENL4408GB 
6920LENL4409GB;Portátil Lenovo L440 GRADO B WEBCAM (Intel Core i5 4200M 2.5Ghz/8GB/128GB-M.2+500GB/14"/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200M @ 2.5Ghz <br />· Disco Duro     128 GB M.2 SSD + 500GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (Un Zocalo)<br />· Panel     Pantalla de 14"<br />· Lector      Lectora de DVD<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Incluyen batería y cargador.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional<br />;175;3;http://www.diginova.es/xweb3/fotoartic/art_6920lenl4409gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENL4409GB 
6920LENT4407GB;Portátil Ultrabook Lenovo T440 GRADO B (Intel Core i5 4200U 1.6Ghz/4GB/500GB/14"/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                             Lenovo<br />· Procesador                     Intel Core i5 4200U @ 1.6Ghz <br />· Grafica                            Gráficos HD Intel 4400<br />· Disco Duro                      500 GB (Varias marcas, segun disponibilidad)<br />· Memorias                        4GB DDR3L (Un Zocalo)<br />· Panel                              Pantalla de 14"<br />· Lector                              NO<br />· Webcam                          SI<br />· Conexiones adicionales   x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado internacional;235;1;http://www.diginova.es/xweb3/fotoartic/art_6920lent4407gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENT4407GB 
6920LENT440P4GB;Portátil Lenovo T440P GRADO B (Intel Core i5 4200M 2.5Ghz/4GB/500GB/14"/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 8 Professional<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200M @ 2.5ghz <br />· Grafica            Gráficos HD Intel 4600<br />· Disco Duro     500GB  (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3L  (2 Zocalos)<br />· Panel     Pantalla de 14"<br />· Lector/Grabador    Lectora de dvd<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Incluyen batería, cargador y cable de corriente.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;159;1;http://www.diginova.es/xweb3/fotoartic/art_6920lent440p4gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENT440P4GB 
6920LENT440P7GB;Portátil Lenovo T440P GRADO B (Intel Core i5 4200M 2.5Ghz/8GB/500GB/14"/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 7 Professional<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200M @ 2.5Ghz <br />· Grafica            Gráficos HD Intel 4600<br />· Disco Duro     500GB  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L  (2 Zocalos)<br />· Panel     Pantalla de 14"<br />· Lector/Grabador    Lectora de dvd<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;189;26;http://www.diginova.es/xweb3/fotoartic/art_6920lent440p7gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENT440P7GB 
6920LENT440P9GB;Portátil Lenovo T440P GRADO B (Intel Core i5 4200M 2.5Ghz/8GB/120SSD/14"/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 7 Professional<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200M @ 2.5Ghz <br />· Grafica            Gráficos HD Intel 4600<br />· Disco Duro     120 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L  (2 Zocalos)<br />· Panel     Pantalla de 14"<br />· Lector/Grabador    Lectora de dvd<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB 2.0 x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;189;6;http://www.diginova.es/xweb3/fotoartic/art_6920lent440p9gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENT440P9GB 
6920LENT440S5GB;Portátil Ultrabook Lenovo T440s GRADO B (Intel Core i5 4200u 1.6Ghz/4GB/320GB/14"/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia de Windows 7 Professional<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i5 4200u @ 1.6 Ghz <br />· Grafica           Gráficos HD Intel® 4400<br />· Disco Duro     320 GB HDD  (Varias marcas, segun disponibilidad)<br />· Memorias      4GB DDR3L (Un Zocalo) 4GB MEMORIA INTEGRADA<br />· Panel     Pantalla de 14"<br />· Lector/Grabador    Sin unidad optica.<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Mini DisplayPort, x1 Lector SmartCard<br /><br />- Sistema operativo PREINSTALADO Windows 10 PRO.<br />- Incluyen batería, cargador y cable de alimentacion.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;159;3;http://www.diginova.es/xweb3/fotoartic/art_6920lent440s5gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENT440S5GB 
6920LENV33014IKB1GB;Portátil Lenovo V330-14IKB GRADO B (Intel Core i5 8250U 1.6Ghz/8GB/120SSD-M.2/14"FHD/NO-DVDW10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    120 SSD M.2 (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;249;10;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENV33014IKB1GB 
6920LENV33014IKB2GB;Portátil Lenovo V330-14IKB GRADO B (Intel Core i5 8250U 1.6Ghz/8GB/240SSD/14"FHD/NO-DVDW10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;329;4;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb2gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENV33014IKB2GB 
6920LENV33014IKB4GB;Portátil Lenovo V330-14IKB GRADO B (Intel Core i5 8250U 1.6Ghz/8GB/1TB/14"FHD/NO-DVDW10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro   1TB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br /><br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;319;1;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb4gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920LENV33014IKB4GB 
6920TOZ40A3GB;Portatil Toshiba Tecra Z40 A GRADO B (Intel Core I5 4200U 1.6Ghz/4GB/500GB/14"/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Toshiba<br />· Procesador     Intel Core I5 4200u @ 1.6ghz <br />· Disco Duro     500 GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (PC3L)<br />· Panel     Pantalla de 14" <br />· Lector/Grabador    Sin unidad optica.<br />· Webcam     SI<br />· Conexiones adicionales    x3 USB 3.0, x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Hdmi<br /><br />- Incluyen Sistema Operativo Windows 10 Pro Preinstalado<br />- Incluyen batería y cargador.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado internacional;209;1;http://www.diginova.es/xweb3/fotoartic/art_6920toz40a3gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920TOZ40A3GB 


6920HP850G32GB;Portátil Ultrabook Hp EliteBook 850 G3 GRADO B (Intel Core i5 6200u 2.3Ghz/8GB/256GB/15.6"/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente.<br /><br />Estos equipos incluyen licencia Windows 8 pro.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional. Incluye kit de pegatinas en español.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas de tener una duracion de al menos 1 hora;329;7;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g32gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HP850G32GB 
6920HP850G37GB;Portátil Ultrabook Hp EliteBook 850 G3 GRADO B (Intel Core i5 6200u 2.3Ghz/8GB/256GB/15.6"FHD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 10 pro<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora;329;5;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g37gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HP850G37GB 
6920HP850G39GA;Portátil Ultrabook Hp EliteBook 850 G3 TACTIL GRADO A (Intel Core i5 6200u 2.3Ghz/8GB/256GB/15.6"FHD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 8 pro<br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD TACTIL<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora;329;1;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g39ga_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HP850G39GA 
6920TSB5521GB;Portátil Toshiba Satellite B552/H  GRADO B con teclado castellano (Intel Core i5 3340M 2.70Ghz/8GB/120SSD/15.6"/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;179;2;http://www.diginova.es/xweb3/fotoartic/art_6920tsb5521gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920TSB5521GB 
6920TSB5526GB;Portátil Toshiba Satellite B552/H  GRADO B con teclado castellano (Intel Core i5 3340M 2.70Ghz/8GB/240SSD/15.6"/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     240 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;189;1;http://www.diginova.es/xweb3/fotoartic/art_6920tsb5526gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920TSB5526GB 
6920TSB652H3GB;Portátil Toshiba Satellite B652/H SIN WEBCAM GRADO B con teclado castellano TN (Intel Core i5 3210M 2.50Ghz/8GB/120SSD/15.6"/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca                      TOSHIBA<br />· Procesador              Intel Core i5 3210M (2 nucleos @ 2.50Ghz, 4 hilos)<br />· Grafica integrada    HD Intel 4000<br />· Disco Duro               120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias                8GB DDR3L (2 ZOCALOS)<br />· Panel                      Pantalla de 15.6" HD<br />· Lector/Grabador      Lectora de DVD<br />· Webcam                  NO<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, x1 Puerto serie<br />· Teclado numerico.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado numerico castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;195;1;http://www.diginova.es/xweb3/fotoartic/art_6920tsb652h3gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920TSB652H3GB 


6920HPZBOOK15G12GB;Portátil Hp  Workstation ZBOOK 15 G1 GRADO B + Nvidia K1100M 2GB (Intel Core i7 4800MQ 2.7Ghz/16GB/240SSD/15.6"FHD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.7 Ghz (Turbo @ 3.7Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional;459;1;http://www.diginova.es/xweb3/fotoartic/art_6920hpzbook15g12gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HPZBOOK15G12GB 
6920HPZBOOK15G13GB;Portátil Hp  Workstation ZBOOK 15 G1 GRADO B + Nvidia K1100M 2GB (Intel Core i7 4700MQ 2.4Ghz/16GB/240SSD/15.6"FHD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.4 Ghz (Turbo @ 3.4Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional;459;3;http://www.diginova.es/xweb3/fotoartic/art_6920hpzbook15g13gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6920HPZBOOK15G13GB 
