Código;Nombre;Descripción;Precio;Stock;Foto;Ficha
6910HP830013GB;Ordenador HP 8300 SFF GRADO B (Intel Core i3 3220 3.3Ghz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador SFF<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i3 3220  @ 3.3 Ghz<br />· Gráficos                          HD Intel 2500<br />· Disco Duro                     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                       8GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador             Lector de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras      x2 USB 2.0, x4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 PS/2     Raton/Teclado, x2 Jack de audio (Line In/Out) <br />· Otras conexiones Pci:	3 PCI  1 PCIe x1 2 PCIe  x16<br /><br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;95;69;http://www.diginova.es/xweb3/fotoartic/art_6910hp830013gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HP830013GB 
6910HPZ2002A;Ordenador HP Z200 Workstation SFF (Intel Core i3 530 2.93GHz/4GB/500GB/DVDRW/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Incluye licencia de Windows 7 PRO<br /><br />Ordenador Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i3 530 (2 nucleos @ 2.93 Ghz, 4 hilos)<br />· Disco Duro     500GB SATA HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3<br />· Lector/Grabador   Grabadora de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 DVI, x1 DisplayPort, x1 RJ45, x1 Puerto Serie, x2 PS/2 Raton/Teclado, x3 Jack de audio (Line In/Out)<br />· Lector de tarjetas frontal 3.5"<br /><br /><br />- Incluye cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;159;2;http://www.diginova.es/xweb3/fotoartic/art_6910hpz2002a_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910HPZ2002A 
6910LENE731GB;Ordenador Lenovo E73 SFF GRADO B (Intel Core i3 4130 3.4Ghz/8GB/120SSD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130  (2 nucleos @ 3.4 Ghz, 4 hilos)<br />· Disco Duro     120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (2 zocalos)<br />· Lector/Grabador     Grabadora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;115;1;http://www.diginova.es/xweb3/fotoartic/art_6910lene731gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENE731GB 
6910LENE739GBGB;Ordenador Lenovo E73 SFF GRADO B (Intel Core i3 4130 3.4Ghz/8GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130  (2 nucleos @ 3.4 Ghz, 4 hilos)<br />· Disco Duro     240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (2 zocalos)<br />· Lector/Grabador     Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;109;10;http://www.diginova.es/xweb3/fotoartic/art_6910lene739gbgb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENE739GBGB 
6910LENM710E4GB;Ordenador Lenovo SFF M710e GRADO B (Intel Core i3 7100 3.9Ghz/8GB/240SSD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 10 Pro.<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                            Lenovo<br />· Procesador                    Intel Core i3 7100  (2 nucleos, 4 hilos @ 3.90 Ghz)<br />· Gráfica                          Intel HD Graphics 630<br />· Disco Duro                     240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR4 (4 ZOCALOS)<br />· Lector/Grabador           NO<br />· Conexiones frontales    x4 USB 3.0, x2 Jack de audio<br />· Conexiones traseras     x4 USB 3.0, x2 DisplayPort,x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack audio, x2 PS2<br />· Otras conexiones          Pci Express: 2x1, 1x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;129;111;http://www.diginova.es/xweb3/fotoartic/art_6910lenm710e4gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM710E4GB 
6910LENM710S10GB;Ordenador Lenovo SFF M710s GRADO B (Intel Core i3 7100 3.9Ghz/8GB/240SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                            Lenovo<br />· Procesador                    Intel Core i3 7100  (2 nucleos, 4 hilos @ 3.90 Ghz)<br />· Gráfica                          Intel HD Graphics 630<br />· Disco Duro                     240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR4 (4 ZOCALOS)<br />· Lector/Grabador           No<br />· Conexiones frontales    x4 USB 3.0, x2 Jack de audio<br />· Conexiones traseras     x4 USB 3.0, x2 DisplayPort,x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack audio, x2 PS2<br />· Otras conexiones          Pci Express: 2x1, 1x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;169;1;http://www.diginova.es/xweb3/fotoartic/art_6910lenm710s10gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM710S10GB 
6910LENM710S8GB;Ordenador Lenovo SFF M710s GRADO B (Intel Core i3 7100 3.9Ghz/8GB/240SSD/DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 10 Pro.<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                            Lenovo<br />· Procesador                    Intel Core i3 7100  (2 nucleos, 4 hilos @ 3.90 Ghz)<br />· Gráfica                          Intel HD Graphics 630<br />· Disco Duro                     240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR4 (4 ZOCALOS)<br />· Lector/Grabador           Lectora de DVD<br />· Conexiones frontales    x4 USB 3.0, x2 Jack de audio<br />· Conexiones traseras     x4 USB 3.0, x2 DisplayPort,x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack audio, x2 PS2<br />· Otras conexiones          Pci Express: 2x1, 1x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;169;11;http://www.diginova.es/xweb3/fotoartic/art_6910lenm710s8gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM710S8GB 
6910LENM710S9GB;Ordenador Lenovo SFF M710s GRADO B (Intel Core i3 7100 3.9Ghz/8GB/240SSD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 10 Pro.<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                            Lenovo<br />· Procesador                    Intel Core i3 7100  (2 nucleos, 4 hilos @ 3.90 Ghz)<br />· Gráfica                          Intel HD Graphics 630<br />· Disco Duro                     240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR4 (4 ZOCALOS)<br />· Lector/Grabador           No<br />· Conexiones frontales    x4 USB 3.0, x2 Jack de audio<br />· Conexiones traseras     x4 USB 3.0, x2 DisplayPort,x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack audio, x2 PS2<br />· Otras conexiones          Pci Express: 2x1, 1x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;135;50;http://www.diginova.es/xweb3/fotoartic/art_6910lenm710s9gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM710S9GB 
6910LENM7316GB;Ordenador Lenovo M73 SFF GRADO B (Intel Core i3 4130 3.4Ghz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130  (2 nucleos @ 3.4 Ghz, 4 hilos)<br />· Disco Duro     120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (2 ZOCALOS)<br />· Lector/Grabador     NO<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;79;33;http://www.diginova.es/xweb3/fotoartic/art_6910lenm7316gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM7316GB 
6910LENM7320GB;Ordenador Lenovo M73 SFF GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130 @ 3.4 GHz<br />· Gráfica           HD Intel 4400<br />· Disco Duro     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 zocalos)<br />· Lector/Grabador   Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 DisplayPort, x1 Puerto Serie, x1 RJ45, x3 Jack de audio    (Line In/Out/Mic)<br />·Otras conexiones   2 x PCI Express x1, 1 x PCI Express x16<br /><br /><br /><br />-  incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados;109;6;http://www.diginova.es/xweb3/fotoartic/art_6910lenm7320gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM7320GB 
6910LENM7321GB;Ordenador Lenovo M73 SFF GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130 @ 3.4 GHz<br />· Gráfica           HD Intel 4400<br />· Disco Duro     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 zocalos)<br />· Lector/Grabador   NO<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 DisplayPort, x1 Puerto Serie, x1 RJ45, x3 Jack de audio    (Line In/Out/Mic)<br />·Otras conexiones   2 x PCI Express x1, 1 x PCI Express x16<br /><br /><br /><br />-  incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados;109;3;http://www.diginova.es/xweb3/fotoartic/art_6910lenm7321gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM7321GB 
6910LENM7323GB;Ordenador Lenovo M73 SFF GRADO B (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130 @ 3.4 GHz<br />· Gráfica           HD Intel 4400<br />· Disco Duro     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 zocalos)<br />· Lector/Grabador   Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 DisplayPort, x1 Puerto Serie, x1 RJ45, x3 Jack de audio    (Line In/Out/Mic)<br />·Otras conexiones   2 x PCI Express x1, 1 x PCI Express x16<br /><br /><br /><br />-  incluyen Sistema Operativo Preinstalado Windows 10 Pro<br />- Testeados y 100% verificados;109;4;http://www.diginova.es/xweb3/fotoartic/art_6910lenm7323gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM7323GB 
6910LENM823GB;Ordenador Lenovo M82 SFF GRADO B (Intel Core i3 3220 3.30GHz/4GB/250GB/DVDRW/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador                  Intel Core i3 3220 @ 3.30 Ghz<br />· Grafica                         Gráficos HD Intel 2500<br />· Disco Duro                   250GB SATA HDD (Varias marcas, segun disponibilidad)<br />· Memorias                    4GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador          Grabadora de DVD<br />· Conexiones frontales    x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x 4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic) , <br />· Otras conexiones           (2) PCI, (1) PCIe x16, (1) PCIe X1<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados;99;1;http://www.diginova.es/xweb3/fotoartic/art_6910lenm823gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM823GB 
6910LENM8317GB;Ordenador Lenovo M83 SFF GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                           Lenovo<br />· Procesador                                   Intel Core i3 4130 (2 nucleos @ 3.4 Ghz, 4ª generacion)<br />· Gráficos                                       HD Intel 4400<br />· Disco Duro                                   120GB SSD SATA (Varias marcas, segun disponibilidad)<br />· Memorias                                     8GB DDR3L<br />· Lector/Grabador                          NO<br />· Conexiones frontales                  x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras                   x2 USB 2.0, x 4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic) , x 2 displayPort<br />· Otras conexiones   1 PCIe 16x, 1 PCIe 1x, 1 PCIe 4x<br /><br /><br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 Pro.<br />- Testeados y 100% verificados;105;10;http://www.diginova.es/xweb3/fotoartic/art_6910lenm8317gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM8317GB 
6910LENM8318GB;Ordenador Lenovo M83 SFF GRADO B (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                           Lenovo<br />· Procesador                                   Intel Core i3 4130 (2 nucleos @ 3.4 Ghz, 4ª generacion)<br />· Gráficos                                       HD Intel 4400<br />· Disco Duro                                   120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                                     8GB DDR3 (4 zocalos)<br />· Lector/Grabador                          NO<br />· Conexiones frontales                  x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras                   x2 USB 2.0, x 4 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br />· Otras conexiones   1 PCIe 16x, 1 PCIe 1x, 1 PCIe 4x<br /><br /><br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 Pro.<br />- Testeados y 100% verificados;79;30;http://www.diginova.es/xweb3/fotoartic/art_6910lenm8318gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6910LENM8318GB 
