Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
; ;Monitor Philips  221;Monitores,Monitores 22" ;45; ; ; ; ; ; ; ;6940PH221P1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro y gris<br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, X1 DisplayPort, x1 Audio IN, x4 USB<br />· Sonido     SI<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph221p1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Philips 221P;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940PH221PP1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;56; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Philips<br />· Color     Negro y gris<br />· Peana para tiny VESA<br />· Tipo Panel     22 Pulgadas  TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, X1 DisplayPort, x1 Audio IN, x4 USB<br />· Sonido     SI<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ph221pp1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung Sync;Monitores,Monitores 22" ;59; ; ; ; ; ; ; ;6940S2243SW1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />. Sonido      NO<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s2243sw1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung Sync;Monitores,Monitores 22" ;45; ; ; ; ; ; ; ;6940S2243WB1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />. Sonido      NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s2243wb1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung S22C;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940S22C450BW1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1680x1050   16:10                                             <br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s22c450bw1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung S22C;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940S22C450N1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s22c450n1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung S22E;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940S22E4501GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución     1680 x 1050<br />· Conexiones     x1 VGA, x1 DVI, x1 DISPLAYPORT        <br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s22e4501gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung Sync;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940SB22401GB; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     SAMSUNG<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     WSXGA  1680 x 1050  16:10<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 75X75mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940sb22401gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung S22A;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940SSA450BWGB; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, <br />· Sonido     No<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /> alimentación.; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ssa450bwgb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell 2208WFP;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DE2208WFPT1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x2 USB HUB<br />· Sonido     No  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940de2208wfpt1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell E2209WF;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DE2209WF1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940de2209wf1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell E228WFP;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DE228WFP1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940de228wfp1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2210F ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DEP2210F1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 60 Hz.<br />· Conexiones    x1 DisplayPort x1 VGA, x1 DVI, 4x USB.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dep2210f1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2210T ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DEP2210T1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 60 Hz.<br />· Conexiones    x1 DisplayPort x1 VGA, x1 DVI, 4x USB.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dep2210t1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell G2210T ;Monitores,Monitores 22" ;59; ; ; ; ; ; ; ;6940DG2210T1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1680X1050 @ 60 Hz.<br />· Conexiones    x1 VGA, x1 DVI.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dg2210t1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2213F ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DP22113F1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca              Dell<br />· Color               Negro<br />· Tipo Panel      22 Pulgadas <br />· Resolución      1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DP, x2 USB<br />· Sonido             No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp22113f1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2211H ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DP2211H1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   Panoramico Fullhd<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones      x1 VGA, x1 DVI<br />· Sonido    No<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2211h1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2211HT;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DP2211HT1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   Panoramico FHD<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones      x1 VGA, x1 DVI, x2 USB<br />· Sonido    No<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2211ht1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2212H ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DP2212H1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell.<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No.  <br />· VESA 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2212h1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P214HB ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DP2214HB1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           Dell<br />· Color             Negro/Plata<br />· Tipo Panel     22 Pulgadas <br />· Resolución    1920x1080 , 60 hz<br />· Conexiones    x1 VGA, x1 DVI, x1 Displayport, x4 USB<br />· Sonido            No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2214hb1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell S2209WB;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940DS2209WB1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1440 x 900 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ds2209wb1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP Elitedisp;Monitores,Monitores 22" ;49; ; ; ; ; ; ; ;6940HPE221C2GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x2 USB<br />· Webcam   No<br />· Sonido     No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpe221c2gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP LA2205WG ;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940HPLA2205WG1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   TN TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x1 HUB USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2205wg1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP LA 2206x ;Monitores,Monitores 22" ;49; ; ; ; ; ; ; ;6940HPLA2206XGB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución  1920X1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x2USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2206xgb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP LA22F - G;Monitores,Monitores 22" ;55; ; ; ; ; ; ; ;6940HPLA22F1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x1 HUB USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpla22f1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP ZR2330W G;Monitores,Monitores 22" ;72; ; ; ; ; ; ; ;6940HPZR2330W1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   <br />· Resolución     1920 X 1080 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DISPLAYPORT, x1 DVI, X2 USB<br />· Sonido     No<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpzr2330w1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP LA 2306x ;Monitores,Monitores 23" ;75; ; ; ; ; ; ; ;6940HPLA2306X1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, HUB x2 USB<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2306x1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
